WORD_SLOT1	WORD_SLOT2	Freq	FREQOFSLOT1	FREQOFSLOT2	RELATION	LLR	LOGODDSRATIO	MI	DELTAP1TO2	DELTAP2TO1
belt	autographing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
berate	autographing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewilder	autographing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewitch	autographing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amaze	backtracking	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
americanise	backtracking	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amuse	backtracking	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
anger	backtracking	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
appall	backtracking	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
assault	backtracking	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
baffle	backtracking	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bandwagon	backtracking	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bargain	backtracking	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
barrack	backtracking	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bawl	backtracking	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
befriend	backtracking	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belittle	backtracking	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belt	backtracking	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
berate	backtracking	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewilder	backtracking	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewitch	backtracking	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amaze	choosing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
americanise	choosing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amuse	choosing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
anger	choosing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
appall	choosing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
assault	choosing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
baffle	choosing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bandwagon	choosing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bargain	choosing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
barrack	choosing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bawl	choosing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
befriend	choosing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belittle	choosing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belt	choosing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
berate	choosing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewilder	choosing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewitch	choosing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amaze	concluding	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
americanise	concluding	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amuse	concluding	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
anger	concluding	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
appall	concluding	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
assault	concluding	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
baffle	concluding	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bandwagon	concluding	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bargain	concluding	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
barrack	concluding	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bawl	concluding	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
befriend	concluding	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belittle	concluding	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belt	concluding	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
berate	concluding	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewilder	concluding	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewitch	concluding	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amaze	confronting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
americanise	confronting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amuse	confronting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
anger	confronting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
appall	confronting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
assault	confronting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
baffle	confronting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bandwagon	confronting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bargain	confronting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
barrack	confronting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bawl	confronting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
befriend	confronting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belittle	confronting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belt	confronting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
berate	confronting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewilder	confronting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewitch	confronting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amaze	coughing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
americanise	coughing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amuse	coughing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
anger	coughing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
appall	coughing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
assault	coughing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
baffle	coughing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bandwagon	coughing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bargain	coughing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
barrack	coughing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bawl	coughing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
befriend	coughing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belittle	coughing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belt	coughing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
berate	coughing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewilder	coughing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewitch	coughing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amaze	cutting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
americanise	cutting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amuse	cutting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
anger	cutting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
appall	cutting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
assault	cutting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
baffle	cutting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bandwagon	cutting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bargain	cutting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
barrack	cutting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bawl	cutting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
befriend	cutting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belittle	cutting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belt	cutting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
berate	cutting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewilder	cutting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewitch	cutting	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amaze	dealing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
americanise	dealing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amuse	dealing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
anger	dealing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
appall	dealing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
assault	dealing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
baffle	dealing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bandwagon	dealing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bargain	dealing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
barrack	dealing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bawl	dealing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
befriend	dealing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belittle	dealing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belt	dealing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
berate	dealing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewilder	dealing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewitch	dealing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amaze	denouncing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
americanise	denouncing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amuse	denouncing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
anger	denouncing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
appall	denouncing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
assault	denouncing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
baffle	denouncing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bandwagon	denouncing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bargain	denouncing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
barrack	denouncing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bawl	denouncing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
befriend	denouncing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belittle	denouncing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
belt	denouncing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
berate	denouncing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewilder	denouncing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bewitch	denouncing	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amaze	denying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
americanise	denying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
amuse	denying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
anger	denying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
appall	denying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
assault	denying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
baffle	denying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bandwagon	denying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
bargain	denying	0	1	1	repulsion	-0.0100502935546659	-17.277801493197	-Inf	-0.0050251256281407	-0.0050251256281407
